SSC_CODE_2016,SSC_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RATIO,PERCENTAGE
13007,North St Marys,124,Sydney - Outer West and Blue Mountains,1,100
13008,North Star,110,New England and North West,1,100
13009,North Strathfield,120,Sydney - Inner West,1,100
13010,North Sydney,121,Sydney - North Sydney and Hornsby,1,100
13011,North Tamworth,110,New England and North West,1,100
13012,North Tumbulgum,112,Richmond - Tweed,1,100
13013,North Turramurra,121,Sydney - North Sydney and Hornsby,1,100
13014,North Wagga Wagga,113,Riverina,1,100
13015,North Wahroonga,121,Sydney - North Sydney and Hornsby,1,100
13016,North Willoughby,121,Sydney - North Sydney and Hornsby,1,100
13017,North Wollongong,107,Illawarra,1,100
13018,North Woodburn,112,Richmond - Tweed,1,100
13019,North Yalgogrin,103,Central West,1,100
13020,North Yeoval,105,Far West and Orana,1,100
13021,Northangera,101,Capital Region,1,100
13022,Northbridge (NSW),121,Sydney - North Sydney and Hornsby,1,100
13023,Northmead,125,Sydney - Parramatta,1,100
13024,Northwood (NSW),121,Sydney - North Sydney and Hornsby,1,100
13025,Norway,103,Central West,1,100
13026,Nowendoc,110,New England and North West,1,100
13027,Nowley,110,New England and North West,1,100
13028,Nowra,114,Southern Highlands and Shoalhaven,1,100
13029,Nowra Hill,114,Southern Highlands and Shoalhaven,1,100
13030,Nubba,101,Capital Region,1,100
13031,Nulkaba,106,Hunter Valley exc Newcastle,1,100
13032,Nullamanna,110,New England and North West,1,100
13033,Nullica,101,Capital Region,1,100
13034,Nullo Mountain,103,Central West,1,100
13035,Numbaa,114,Southern Highlands and Shoalhaven,1,100
13036,Number One,108,Mid North Coast,1,100
13037,Numbla Vale,101,Capital Region,1,100
13038,Numbugga,101,Capital Region,1,100
13039,Numeralla,101,Capital Region,1,100
13040,Numinbah,112,Richmond - Tweed,1,100
13041,Numulgi,112,Richmond - Tweed,1,100
13042,Nunderi,112,Richmond - Tweed,1,100
13043,Nundle,110,New England and North West,1,100
13044,Nungatta,101,Capital Region,1,100
13045,Nungatta South,101,Capital Region,1,100
13046,Nurenmerenmong,113,Riverina,1,100
13047,Nymagee,105,Far West and Orana,1,100
13048,Nymboida,104,Coffs Harbour - Grafton,1,100
13049,Nyngan,105,Far West and Orana,1,100
13050,Nyora (NSW),109,Murray,1,100
13051,Nyrang Creek,103,Central West,1,100
13052,O'Connell (NSW),103,Central West,1,100
13053,Oak Flats,107,Illawarra,1,100
13054,Oakdale (NSW),123,Sydney - Outer South West,1,100
13055,Oakey Park,103,Central West,1,100
13056,Oakhampton,106,Hunter Valley exc Newcastle,1,100
13057,Oakhampton Heights,106,Hunter Valley exc Newcastle,1,100
13058,Oakhurst (NSW),116,Sydney - Blacktown,1,100
13059,Oaklands,109,Murray,1,100
13060,Oakville,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13061,Oakwood (NSW),110,New England and North West,1,100
13062,Oallen,101,Capital Region,1,100
13063,Oatlands (NSW),125,Sydney - Parramatta,1,100
13064,Oatley,119,Sydney - Inner South West,1,100
13065,Oban,110,New England and North West,1,100
13066,Obanvale,106,Hunter Valley exc Newcastle,1,100
13067,Oberne Creek,113,Riverina,1,100
13068,Oberon,103,Central West,1,100
13069,Obley,105,Far West and Orana,1,100
13070,Ocean Shores,112,Richmond - Tweed,1,100
13071,Ogunbil,110,New England and North West,1,100
13072,Old Adaminaby,101,Capital Region,1,100
13073,Old Bar,108,Mid North Coast,1,100
13074,Old Bonalbo,112,Richmond - Tweed,1,100
13075,Old Erowal Bay,114,Southern Highlands and Shoalhaven,1,100
13076,Old Grevillia,112,Richmond - Tweed,1,100
13077,Old Guildford,125,Sydney - Parramatta,1,100
13078,Old Junee,113,Riverina,1,100
13079,Old Mill,110,New England and North West,1,100
13080,Old Station,108,Mid North Coast,1,100
13081,Old Toongabbie,125,Sydney - Parramatta,1,100
13082,Olinda (NSW),103,Central West,1,100
13083,Olney,106,Hunter Valley exc Newcastle,1,100
13084,Omadale,106,Hunter Valley exc Newcastle,1,100
13085,One Mile (NSW),106,Hunter Valley exc Newcastle,1,100
13086,One Tree,109,Murray,1,100
13087,Oolong,101,Capital Region,1,100
13088,Ooma,103,Central West,1,100
13089,Ootha,103,Central West,1,100
13090,Ophir,103,Central West,1,100
13091,Oran Park,127,Sydney - South West,1,100
13092,Orange,103,Central West,1,100
13093,Orange Grove (NSW),110,New England and North West,1,100
13094,Orangeville,123,Sydney - Outer South West,1,100
13095,Orchard Hills,124,Sydney - Outer West and Blue Mountains,1,100
13096,Orient Point,114,Southern Highlands and Shoalhaven,1,100
13097,Orton Park,103,Central West,1,100
13098,Osborne (NSW),113,Riverina,1,100
13099,Osterley (NSW),106,Hunter Valley exc Newcastle,1,100
13100,Oswald,106,Hunter Valley exc Newcastle,1,100
13101,Otford,107,Illawarra,1,100
13102,Oura,113,Riverina,1,100
13103,Ourimbah,102,Central Coast,1,100
13104,Ournie,113,Riverina,1,100
13105,Owens Gap,106,Hunter Valley exc Newcastle,1,100
13106,Oxford Falls,122,Sydney - Northern Beaches,1,100
13107,Oxley (Balranald - NSW),109,Murray,1,100
13108,Oxley (Warren - NSW),105,Far West and Orana,1,100
13109,Oxley Island,108,Mid North Coast,1,100
13110,Oxley Park,124,Sydney - Outer West and Blue Mountains,1,100
13111,Oxley Vale,110,New England and North West,1,100
13112,Oyster Bay,128,Sydney - Sutherland,1,100
13113,Oyster Cove (NSW),106,Hunter Valley exc Newcastle,1,100
13114,Packsaddle,105,Far West and Orana,1,100
13115,Paddington (NSW),118,Sydney - Eastern Suburbs,1,100
13116,Paddys Flat (Kyogle - NSW),112,Richmond - Tweed,1,100
13117,Paddys Flat (Snowy Monaro Regional - NSW),101,Capital Region,1,100
13118,Paddys River (Snowy Valleys - NSW),113,Riverina,1,100
13119,Paddys River (Wingecarribee - NSW),114,Southern Highlands and Shoalhaven,1,100
13120,Padstow,119,Sydney - Inner South West,1,100
13121,Padstow Heights,119,Sydney - Inner South West,1,100
13122,Pagans Flat,112,Richmond - Tweed,1,100
13123,Pages Creek,106,Hunter Valley exc Newcastle,1,100
13124,Pages River,106,Hunter Valley exc Newcastle,1,100
13125,Pagewood,117,Sydney - City and Inner South,1,100
13126,Palarang,101,Capital Region,1,100
13127,Palerang,101,Capital Region,1,100
13128,Paling Yards (Bathurst Regional - NSW),103,Central West,1,100
13129,Paling Yards (Oberon - NSW),103,Central West,1,100
13130,Pallal,110,New England and North West,1,100
13131,Pallamallawa,110,New England and North West,1,100
13132,Palm Beach (NSW),122,Sydney - Northern Beaches,1,100
13133,Palm Grove (NSW),102,Central Coast,1,100
13134,Palmdale (NSW),102,Central Coast,1,100
13135,Palmers Channel,104,Coffs Harbour - Grafton,1,100
13136,Palmers Island,104,Coffs Harbour - Grafton,1,100
13137,Palmers Oaky,103,Central West,1,100
13138,Palmvale,112,Richmond - Tweed,1,100
13139,Palmwoods (NSW),112,Richmond - Tweed,1,100
13140,Pambula,101,Capital Region,1,100
13141,Pambula Beach,101,Capital Region,1,100
13142,Pampoolah,108,Mid North Coast,1,100
13143,Pan Ban,109,Murray,1,100
13144,Panania,119,Sydney - Inner South West,1,100
13145,Pangee,105,Far West and Orana,1,100
13146,Panuara,103,Central West,1,100
13147,Pappinbarra,108,Mid North Coast,1,100
13148,Para,109,Murray,1,100
13149,Paradise (NSW),110,New England and North West,1,100
13150,Paringi,109,Murray,1,100
13151,Parkes (NSW),103,Central West,1,100
13152,Parkesbourne,101,Capital Region,1,100
13153,Parklea,116,Sydney - Blacktown,1,100
13154,Parkville (NSW),106,Hunter Valley exc Newcastle,1,100
13155,Parma,114,Southern Highlands and Shoalhaven,1,100
13156,Parramatta,125,Sydney - Parramatta,1,100
13157,Parraweena,110,New England and North West,1,100
13158,Patchs Beach,112,Richmond - Tweed,1,100
13159,Paterson (NSW),106,Hunter Valley exc Newcastle,1,100
13160,Patonga,102,Central Coast,1,100
13161,Paupong,101,Capital Region,1,100
13162,Paxton,106,Hunter Valley exc Newcastle,1,100
13163,Paynes Crossing,106,Hunter Valley exc Newcastle,1,100
13164,Paytens Bridge,103,Central West,1,100
13165,Peacock Creek,112,Richmond - Tweed,1,100
13166,Peak Hill (NSW),103,Central West,1,100
13167,Peak View,101,Capital Region,1,100
13168,Peakhurst,119,Sydney - Inner South West,1,100
13169,Peakhurst Heights,119,Sydney - Inner South West,1,100
13170,Pearces Creek,112,Richmond - Tweed,1,100
13171,Pearl Beach,102,Central Coast,1,100
13172,Peats Ridge,102,Central Coast,1,100
13173,Pebbly Beach,101,Capital Region,1,100
13174,Peel,103,Central West,1,100
13175,Peelwood,101,Capital Region,1,100
13176,Pejar,101,Capital Region,1,100
13177,Pelaw Main,106,Hunter Valley exc Newcastle,1,100
13178,Pelican (NSW),111,Newcastle and Lake Macquarie,1,100
13179,Pelton,106,Hunter Valley exc Newcastle,1,100
13180,Pembrooke,108,Mid North Coast,1,100
13181,Pemulwuy,125,Sydney - Parramatta,1,100
13182,Pendle Hill,125,Sydney - Parramatta,1,100
13183,Pennant Hills,126,Sydney - Ryde,1,100
13184,Penrith,124,Sydney - Outer West and Blue Mountains,1,100
13185,Penrose,114,Southern Highlands and Shoalhaven,1,100
13186,Penshurst (NSW),119,Sydney - Inner South West,1,100
13187,Pericoe,101,Capital Region,1,100
13188,Perrys Crossing,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13189,Perthville,103,Central West,1,100
13190,Petersham,117,Sydney - City and Inner South,1,100
13191,Pheasants Nest,123,Sydney - Outer South West,1,99.9999986
13192,Phegans Bay,102,Central Coast,1,100
13193,Phillip Bay,118,Sydney - Eastern Suburbs,1,100
13194,Phoenix Park,106,Hunter Valley exc Newcastle,1,100
13195,Piallamore,110,New England and North West,1,100
13196,Piallaway,110,New England and North West,1,100
13197,Piambong,103,Central West,1,100
13198,Picketts Valley,102,Central Coast,1,100
13199,Picnic Point,119,Sydney - Inner South West,1,100
13200,Picton (NSW),123,Sydney - Outer South West,1,100
13201,Pigeonbah,105,Far West and Orana,1,100
13202,Piggabeen,112,Richmond - Tweed,1,100
13203,Pikapene,104,Coffs Harbour - Grafton,1,100
13204,Pillar Valley,104,Coffs Harbour - Grafton,1,100
13205,Pilliga,105,Far West and Orana,0.2453706,24.537058
13205,Pilliga,110,New England and North West,0.7546294,75.462942
13206,Pilot Wilderness,113,Riverina,1,100
13207,Pimlico (NSW),112,Richmond - Tweed,1,100
13208,Pimlico Island,112,Richmond - Tweed,1,100
13209,Pinbeyan,113,Riverina,1,100
13210,Pindaroi,110,New England and North West,1,100
13211,Pindimar,106,Hunter Valley exc Newcastle,1,100
13212,Pine Camp,109,Murray,1,100
13213,Pine Clump,105,Far West and Orana,1,100
13214,Pine Grove (NSW),105,Far West and Orana,1,100
13215,Pine Lodge (NSW),109,Murray,1,100
13216,Pine Ridge,110,New England and North West,1,100
13217,Pine Valley,101,Capital Region,1,100
13218,Piney Range,103,Central West,1,100
13219,Pinkett,110,New England and North West,1,100
13220,Pinnacle (NSW),103,Central West,1,100
13221,Pinnacle Swamp,103,Central West,1,100
13222,Pinny Beach,111,Newcastle and Lake Macquarie,1,100
13223,Piora,112,Richmond - Tweed,1,100
13224,Pipeclay,108,Mid North Coast,1,100
13225,Pitnacree,106,Hunter Valley exc Newcastle,1,100
13226,Pitt Town,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13227,Pitt Town Bottoms,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13228,Pleasant Hills,113,Riverina,1,100
13229,Pleasure Point,127,Sydney - South West,1,100
13230,Plumpton (NSW),116,Sydney - Blacktown,1,100
13231,Point Clare,102,Central Coast,1,100
13232,Point Frederick,102,Central Coast,1,100
13233,Point Piper,118,Sydney - Eastern Suburbs,1,100
13234,Point Wolstoncroft,102,Central Coast,1,100
13235,Pointer Mountain,114,Southern Highlands and Shoalhaven,1,100
13236,Pokolbin,106,Hunter Valley exc Newcastle,1,100
13237,Pola Creek,108,Mid North Coast,1,100
13238,Polo Flat,101,Capital Region,1,100
13239,Pomeroy,101,Capital Region,1,100
13240,Pomona (NSW),109,Murray,1,100
13241,Ponto,105,Far West and Orana,1,100
13242,Pooncarie,109,Murray,0.9999999,99.9999879
13243,Port Botany,117,Sydney - City and Inner South,1,100
13244,Port Hacking,128,Sydney - Sutherland,1,100
13245,Port Kembla,107,Illawarra,1,100
13246,Port Macquarie,108,Mid North Coast,1,100
13247,Port Stephens,106,Hunter Valley exc Newcastle,1,100
13248,Porters Creek,114,Southern Highlands and Shoalhaven,1,100
13249,Porters Retreat,103,Central West,1,100
13250,Portland (NSW),103,Central West,1,100
13251,Possum Brush,108,Mid North Coast,1,100
13252,Possum Creek,112,Richmond - Tweed,1,100
13253,Potato Point,101,Capital Region,1,100
13254,Pottery Estate,103,Central West,1,100
13255,Potts Hill,119,Sydney - Inner South West,1,99.9999989
13256,Potts Point,117,Sydney - City and Inner South,1,100
13257,Pottsville,112,Richmond - Tweed,1,100
13258,Prairiewood,127,Sydney - South West,1,100
13259,Premer,105,Far West and Orana,0.0595238,5.9523802
13259,Premer,110,New England and North West,0.9404762,94.0476198
13260,Prestons,127,Sydney - South West,1,100
13261,Pretty Beach (Central Coast - NSW),102,Central Coast,1,100
13262,Pretty Beach (Shoalhaven - NSW),101,Capital Region,1,100
13263,Pretty Pine,109,Murray,1,100
13264,Primbee,107,Illawarra,1,100
13265,Primrose Valley,101,Capital Region,1,100
13266,Prospect (NSW),116,Sydney - Blacktown,1,100
13267,Pucawan,113,Riverina,1,100
13268,Puddledock,110,New England and North West,1,100
13269,Pulganbar,104,Coffs Harbour - Grafton,1,100
13270,Pullabooka,103,Central West,1,100
13271,Pulletop,113,Riverina,1,100
13272,Pumpenbil,112,Richmond - Tweed,1,100
13273,Punchbowl (Canterbury-Bankstown - NSW),119,Sydney - Inner South West,1,100
13274,Punchbowl (Clarence Valley - NSW),104,Coffs Harbour - Grafton,1,100
13275,Purfleet,108,Mid North Coast,1,100
13276,Purlewaugh,105,Far West and Orana,1,100
13277,Putney,126,Sydney - Ryde,1,100
13278,Putta Bucca,103,Central West,1,100
13279,Putty,106,Hunter Valley exc Newcastle,0.9813665,98.1366469
13279,Putty,115,Sydney - Baulkham Hills and Hawkesbury,0.0186335,1.8633531
13280,Pyangle,103,Central West,1,100
13281,Pymble,121,Sydney - North Sydney and Hornsby,1,100
13282,Pyramul,103,Central West,1,100
13283,Pyree,114,Southern Highlands and Shoalhaven,1,100
13284,Pyrmont,117,Sydney - City and Inner South,1,100
13285,Quaama,101,Capital Region,1,100
13286,Quakers Hill,116,Sydney - Blacktown,1,100
13287,Quambone,105,Far West and Orana,1,100
13288,Quanda,105,Far West and Orana,1,100
13289,Quandary,113,Riverina,1,100
13290,Quandialla,103,Central West,1,100
13291,Queanbeyan,101,Capital Region,1,100
13292,Queanbeyan East,101,Capital Region,1,100
13293,Queanbeyan West,101,Capital Region,1,100
13294,Queens Park (NSW),118,Sydney - Eastern Suburbs,1,100
13295,Queens Pinch,103,Central West,1,100
13296,Queenscliff (NSW),122,Sydney - Northern Beaches,1,100
13297,Quialigo,101,Capital Region,1,100
13298,Quidong,101,Capital Region,1,100
13299,Quiera,114,Southern Highlands and Shoalhaven,1,100
13300,Quipolly,110,New England and North West,1,100
13301,Quirindi,110,New England and North West,1,100
13302,Quorrobolong,106,Hunter Valley exc Newcastle,1,100
13303,Raby,123,Sydney - Outer South West,1,100
13304,Raglan (NSW),103,Central West,1,100
13305,Rainbow Flat,108,Mid North Coast,1,100
13306,Rainbow Reach,108,Mid North Coast,1,100
13307,Raleigh,104,Coffs Harbour - Grafton,1,100
13308,Ramornie,104,Coffs Harbour - Grafton,1,100
13309,Ramsgate,119,Sydney - Inner South West,1,100
13310,Ramsgate Beach,119,Sydney - Inner South West,1,100
13311,Rand,109,Murray,1,100
13312,Randwick,118,Sydney - Eastern Suburbs,1,100
13313,Rangari,110,New England and North West,1,100
13314,Rangers Valley,110,New England and North West,1,100
13315,Rankin Park,111,Newcastle and Lake Macquarie,1,100
13316,Rankins Springs,113,Riverina,1,100
13317,Rannock,113,Riverina,1,100
13318,Rappville,112,Richmond - Tweed,1,100
13319,Rathmines,111,Newcastle and Lake Macquarie,1,100
13320,Ravensdale,102,Central Coast,1,100
13321,Ravenswood (NSW),105,Far West and Orana,1,100
13322,Ravensworth (NSW),106,Hunter Valley exc Newcastle,1,100
13323,Rawdon Island,108,Mid North Coast,1,100
13324,Rawdon Vale,108,Mid North Coast,1,100
13325,Raworth,106,Hunter Valley exc Newcastle,1,100
13326,Rawsonville,105,Far West and Orana,1,100
13327,Raymond Terrace,106,Hunter Valley exc Newcastle,1,100
13328,Razorback,123,Sydney - Outer South West,1,100
13329,Red Head,108,Mid North Coast,1,100
13330,Red Hill (Snowy Valleys - NSW),113,Riverina,1,100
13331,Red Hill (Tamworth Regional - NSW),110,New England and North West,1,100
13332,Red Hill (Warren - NSW),105,Far West and Orana,1,100
13333,Red Range,110,New England and North West,1,100
13334,Red Rock,104,Coffs Harbour - Grafton,1,100
13335,Red Rocks,114,Southern Highlands and Shoalhaven,1,100
13336,Redbank (NSW),108,Mid North Coast,1,100
13337,Redbournberry,106,Hunter Valley exc Newcastle,1,100
13338,Reddestone,110,New England and North West,1,100
13339,Redfern,117,Sydney - City and Inner South,1,100
13340,Redhead,111,Newcastle and Lake Macquarie,1,100
13341,Redlands,109,Murray,1,100
13342,Reedy Creek (NSW),106,Hunter Valley exc Newcastle,1,100
13343,Reedy Swamp,101,Capital Region,1,100
13344,Reefton (NSW),113,Riverina,1,100
13345,Regents Park (NSW),125,Sydney - Parramatta,1,100
13346,Regentville,124,Sydney - Outer West and Blue Mountains,1,100
13347,Reids Flat,101,Capital Region,1,100
13348,Reidsdale,101,Capital Region,1,100
13349,Rennie,109,Murray,1,100
13350,Renwick,114,Southern Highlands and Shoalhaven,1,100
13351,Repentance Creek,112,Richmond - Tweed,1,100
13352,Repton,104,Coffs Harbour - Grafton,1,100
13353,Reserve Creek,112,Richmond - Tweed,1,100
13354,Retreat (NSW),110,New England and North West,1,100
13355,Revesby,119,Sydney - Inner South West,1,100
13356,Revesby Heights,119,Sydney - Inner South West,1,100
13357,Rhine Falls,101,Capital Region,1,100
13358,Rhodes,120,Sydney - Inner West,1,100
13359,Richlands (NSW),101,Capital Region,1,100
13360,Richmond (NSW),124,Sydney - Outer West and Blue Mountains,1,100
13361,Richmond Hill (NSW),112,Richmond - Tweed,1,100
13362,Richmond Lowlands,124,Sydney - Outer West and Blue Mountains,1,100
13363,Richmond Vale,106,Hunter Valley exc Newcastle,1,100
13364,Rileys Hill,112,Richmond - Tweed,1,100
13365,Ringwood (NSW),109,Murray,1,100
13366,Riverlea,103,Central West,1,100
13367,Riverside (NSW),108,Mid North Coast,1,100
13368,Riverstone,116,Sydney - Blacktown,1,100
13369,Rivertree,110,New England and North West,1,100
13370,Riverview (NSW),121,Sydney - North Sydney and Hornsby,1,100
13371,Riverwood,119,Sydney - Inner South West,1,100
13372,Rixs Creek,106,Hunter Valley exc Newcastle,1,100
13373,Rob Roy,110,New England and North West,1,100
13374,Robertson (NSW),114,Southern Highlands and Shoalhaven,1,100
13375,Robin Hill,103,Central West,1,100
13376,Rock Flat,101,Capital Region,1,100
13377,Rock Forest,103,Central West,1,100
13378,Rock Valley,112,Richmond - Tweed,1,100
13379,Rockdale,119,Sydney - Inner South West,1,100
13380,Rockley,103,Central West,1,100
13381,Rockley Mount,103,Central West,1,100
13382,Rockton,101,Capital Region,1,100
13383,Rocky Creek (Gwydir - NSW),110,New England and North West,1,100
13384,Rocky Creek (Inverell - NSW),110,New England and North West,1,100
13385,Rocky Glen,105,Far West and Orana,1,100
13386,Rocky Hall,101,Capital Region,1,100
13387,Rocky Plain (NSW),101,Capital Region,1,100
13388,Rocky Point (NSW),102,Central Coast,1,100
13389,Rocky River (Tenterfield - NSW),110,New England and North West,1,100
13390,Rocky River (Uralla - NSW),110,New England and North West,1,100
13391,Rodd Point,120,Sydney - Inner West,1,100
13392,Rollands Plains,108,Mid North Coast,1,100
13393,Rookhurst,108,Mid North Coast,1,100
13394,Rookwood (NSW),125,Sydney - Parramatta,1,100
13395,Rooty Hill,116,Sydney - Blacktown,1,100
13396,Ropers Road,105,Far West and Orana,1,100
13397,Ropes Crossing,116,Sydney - Blacktown,1,100
13398,Rose Bay (NSW),118,Sydney - Eastern Suburbs,1,100
13399,Rose Valley (Kiama - NSW),107,Illawarra,1,100
13400,Rose Valley (Snowy Monaro Regional - NSW),101,Capital Region,1,100
13401,Rosebank,112,Richmond - Tweed,1,100
13402,Roseberg,103,Central West,1,100
13403,Roseberry,112,Richmond - Tweed,1,100
13404,Roseberry Creek,112,Richmond - Tweed,1,100
13405,Rosebery (NSW),117,Sydney - City and Inner South,1,100
13406,Rosebrook (NSW),106,Hunter Valley exc Newcastle,1,100
13407,Rosedale (NSW),101,Capital Region,1,100
13408,Rosehill (NSW),125,Sydney - Parramatta,1,100
13409,Roselands,119,Sydney - Inner South West,1,100
13410,Rosemeadow,123,Sydney - Outer South West,1,100
13411,Rosemeath,101,Capital Region,1,100
13412,Roseville,121,Sydney - North Sydney and Hornsby,1,100
13413,Roseville Chase,121,Sydney - North Sydney and Hornsby,1,100
13414,Rosewood (Port Macquarie-Hastings - NSW),108,Mid North Coast,1,100
13415,Rosewood (Snowy Valleys - NSW),113,Riverina,1,100
13416,Roslyn,101,Capital Region,1,100
13417,Rossglen,108,Mid North Coast,1,100
13418,Rossgole,106,Hunter Valley exc Newcastle,1,100
13419,Rossi,101,Capital Region,1,100
13420,Rossmore (NSW),127,Sydney - South West,1,100
13421,Roto,113,Riverina,1,100
13422,Rouchel,106,Hunter Valley exc Newcastle,1,100
13423,Rouchel Brook,106,Hunter Valley exc Newcastle,1,100
13424,Roughit,106,Hunter Valley exc Newcastle,1,100
13425,Round Mountain,112,Richmond - Tweed,1,100
13426,Round Swamp,103,Central West,1,100
13427,Rous,112,Richmond - Tweed,1,100
13428,Rous Mill,112,Richmond - Tweed,1,100
13429,Rouse Hill,115,Sydney - Baulkham Hills and Hawkesbury,0.9436072,94.3607172
13429,Rouse Hill,116,Sydney - Blacktown,0.0563928,5.6392828
13430,Rowan,113,Riverina,1,100
13431,Rowena,105,Far West and Orana,0.8626374,86.2637363
13431,Rowena,110,New England and North West,0.1373626,13.7362637
13432,Rowlands Creek,112,Richmond - Tweed,1,100
13433,Royal National Park,128,Sydney - Sutherland,1,100
13434,Royalla,101,Capital Region,1,100
13435,Rozelle,120,Sydney - Inner West,1,100
13436,Ruby Creek,110,New England and North West,1,100
13437,Rufus,109,Murray,1,100
13438,Rugby,101,Capital Region,1,100
13439,Rukenvale,112,Richmond - Tweed,1,100
13440,Run-o-Waters,101,Capital Region,1,100
13441,Running Stream,103,Central West,1,100
13442,Runnyford,101,Capital Region,1,100
13443,Ruse,123,Sydney - Outer South West,1,100
13444,Rushcutters Bay,117,Sydney - City and Inner South,1,100
13445,Rushes Creek,110,New England and North West,1,100
13446,Rushforth,104,Coffs Harbour - Grafton,1,100
13447,Russell Lea,120,Sydney - Inner West,1,100
13448,Russell Vale,107,Illawarra,1,100
13449,Rutherford,106,Hunter Valley exc Newcastle,1,100
13450,Ruthven,112,Richmond - Tweed,1,100
13451,Ryan (NSW),113,Riverina,1,100
13452,Rydal,103,Central West,1,100
13453,Rydalmere,125,Sydney - Parramatta,1,100
13454,Ryde,126,Sydney - Ryde,1,100
13455,Rye Park,101,Capital Region,1,100
13456,Ryhope,111,Newcastle and Lake Macquarie,1,100
13457,Rylstone,103,Central West,1,100
13458,Sackville,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13459,Sackville North,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13460,Saddleback Mountain,107,Illawarra,1,100
13461,Sadleir,127,Sydney - South West,1,100
13462,Safety Beach (NSW),104,Coffs Harbour - Grafton,1,100
13463,Salamander Bay,106,Hunter Valley exc Newcastle,1,100
13464,Salisbury (NSW),106,Hunter Valley exc Newcastle,1,100
13465,Salisbury Plains,110,New England and North West,1,100
13466,Sallys Flat,103,Central West,1,100
13467,Salt Ash,106,Hunter Valley exc Newcastle,1,100
13468,Saltwater,108,Mid North Coast,1,100
13469,San Isidore,113,Riverina,1,100
13470,San Remo (NSW),102,Central Coast,1,100
13471,Sancrox,108,Mid North Coast,1,100
13472,Sanctuary Point,114,Southern Highlands and Shoalhaven,1,100
13473,Sandbar,108,Mid North Coast,1,100
13474,Sandgate (NSW),111,Newcastle and Lake Macquarie,1,100
13475,Sandigo,113,Riverina,1,100
13476,Sandilands (NSW),112,Richmond - Tweed,1,100
13477,Sandon (NSW),104,Coffs Harbour - Grafton,1,100
13478,Sandringham (NSW),119,Sydney - Inner South West,1,100
13479,Sandy Beach,104,Coffs Harbour - Grafton,1,100
13480,Sandy Creek (Cobar - NSW),105,Far West and Orana,1,100
13481,Sandy Creek (Upper Hunter Shire - NSW),106,Hunter Valley exc Newcastle,1,100
13482,Sandy Crossing,104,Coffs Harbour - Grafton,1,100
13483,Sandy Flat,110,New England and North West,1,100
13484,Sandy Gully (NSW),113,Riverina,1,100
13485,Sandy Hill,110,New England and North West,1,100
13486,Sandy Hollow,106,Hunter Valley exc Newcastle,1,100
13487,Sandy Point (NSW),127,Sydney - South West,1,100
13488,Sanger,109,Murray,1,100
13489,Sans Souci,119,Sydney - Inner South West,1,100
13490,Sapphire,110,New England and North West,1,100
13491,Sapphire Beach,104,Coffs Harbour - Grafton,1,100
13492,Saratoga,102,Central Coast,1,100
13493,Sassafras (NSW),114,Southern Highlands and Shoalhaven,1,100
13494,Saumarez,110,New England and North West,1,100
13495,Saumarez Ponds,110,New England and North West,1,100
13496,Savernake,109,Murray,1,100
13497,Sawpit Creek,112,Richmond - Tweed,1,100
13498,Sawtell,104,Coffs Harbour - Grafton,1,100
13499,Sawyers Gully,106,Hunter Valley exc Newcastle,1,100
13500,Scarborough (NSW),107,Illawarra,1,100
13501,Scheyville,115,Sydney - Baulkham Hills and Hawkesbury,1,100
13502,Schofields,116,Sydney - Blacktown,1,100
13503,Scone,106,Hunter Valley exc Newcastle,1,100
13504,Scotia,105,Far West and Orana,0.600001,60.000104
13504,Scotia,109,Murray,0.399999,39.999896
13505,Scotland Island,122,Sydney - Northern Beaches,1,100
13506,Scotts Creek (NSW),106,Hunter Valley exc Newcastle,1,100
13507,Scotts Flat,106,Hunter Valley exc Newcastle,1,100
13508,Scotts Head,108,Mid North Coast,1,100
13509,Seaforth (NSW),122,Sydney - Northern Beaches,1,100
13510,Seaham,106,Hunter Valley exc Newcastle,1,100
13511,Seahampton,111,Newcastle and Lake Macquarie,1,100
13512,Seal Rocks,108,Mid North Coast,1,100
13513,Sebastopol (NSW),113,Riverina,1,100
13514,Sedgefield,106,Hunter Valley exc Newcastle,1,100
13515,Seelands,104,Coffs Harbour - Grafton,1,100
13516,Sefton,125,Sydney - Parramatta,1,100
13517,Segenhoe,106,Hunter Valley exc Newcastle,1,100
13518,Seven Hills (NSW),116,Sydney - Blacktown,1,100
13519,Seven Oaks,108,Mid North Coast,1,100
13520,Sextonville,112,Richmond - Tweed,1,100
13521,Shadforth (NSW),103,Central West,1,100
13522,Shallow Bay,108,Mid North Coast,1,100
13523,Shalvey,116,Sydney - Blacktown,1,100
13524,Shanes Park,116,Sydney - Blacktown,1,100
13525,Shannon Brook,112,Richmond - Tweed,1,100
13526,Shannon Vale,110,New England and North West,1,100
13527,Shannondale,104,Coffs Harbour - Grafton,1,100
13528,Shannons Flat,101,Capital Region,1,100
13529,Shark Creek,104,Coffs Harbour - Grafton,1,100
13530,Sharps Creek,113,Riverina,1,100
13531,Sheedys Gully,103,Central West,1,100
