SSC_CODE_2016,SSC_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RATIO,PERCENTAGE
51445,Toodyay,509,Western Australia - Wheat Belt,1,100
51446,Toolibin,509,Western Australia - Wheat Belt,1,100
51447,Toolonga,511,Western Australia - Outback (South),1,100
51448,Toompup,509,Western Australia - Wheat Belt,1,100
51449,Torbay,509,Western Australia - Wheat Belt,1,100
51450,Torndirrup,509,Western Australia - Wheat Belt,1,100
51451,Townsendale,509,Western Australia - Wheat Belt,1,100
51452,Trafalgar (WA),511,Western Australia - Outback (South),1,100
51453,Trayning,509,Western Australia - Wheat Belt,1,100
51454,Treeton,501,Bunbury,1,100
51455,Trent,509,Western Australia - Wheat Belt,1,100
51456,Trigg,505,Perth - North West,1,100
51457,Trigwell,509,Western Australia - Wheat Belt,1,100
51458,Tuart Hill,505,Perth - North West,1,100
51459,Turkey Hill,509,Western Australia - Wheat Belt,1,100
51460,Tutunup,501,Bunbury,1,100
51461,Two Rocks,505,Perth - North West,1,100
51462,Ucarty,509,Western Australia - Wheat Belt,1,100
51463,Ucarty West,509,Western Australia - Wheat Belt,1,100
51464,Uduc,501,Bunbury,1,100
51465,Ularring,511,Western Australia - Outback (South),1,100
51466,Upper Capel,501,Bunbury,1,100
51467,Upper Murray,509,Western Australia - Wheat Belt,1,100
51468,Upper Swan,504,Perth - North East,1,100
51469,Upper Warren,501,Bunbury,1,100
51470,Useless Loop,511,Western Australia - Outback (South),1,100
51471,Usher,501,Bunbury,1,100
51472,Utakarra,511,Western Australia - Outback (South),1,100
51473,Vancouver Peninsula,509,Western Australia - Wheat Belt,1,100
51474,Varley,509,Western Australia - Wheat Belt,1,100
51475,Vasse,501,Bunbury,1,100
51476,Victoria Park,506,Perth - South East,1,100
51477,Victoria Rock,511,Western Australia - Outback (South),1,100
51478,Victory Heights (WA),511,Western Australia - Outback (South),1,100
51479,Vittoria (WA),501,Bunbury,1,100
51480,Viveash,504,Perth - North East,1,100
51481,Wadderin,509,Western Australia - Wheat Belt,1,100
51482,Waddington,509,Western Australia - Wheat Belt,1,100
51483,Waddy Forest,511,Western Australia - Outback (South),1,100
51484,Waeel,509,Western Australia - Wheat Belt,1,100
51485,Wagerup,501,Bunbury,1,100
51486,Waggrakine,511,Western Australia - Outback (South),1,100
51487,Wagin,509,Western Australia - Wheat Belt,1,100
51488,Waikiki,507,Perth - South West,1,100
51489,Walebing,509,Western Australia - Wheat Belt,1,100
51490,Walgoolan,509,Western Australia - Wheat Belt,1,100
51491,Walkaway,511,Western Australia - Outback (South),1,100
51492,Wallareenya,510,Western Australia - Outback (North),1,100
51493,Wallaroo (WA),511,Western Australia - Outback (South),1,100
51494,Walliston,506,Perth - South East,1,100
51495,Walmsley,509,Western Australia - Wheat Belt,1,100
51496,Walpole,501,Bunbury,1,100
51497,Walsall,501,Bunbury,1,100
51498,Walyormouring,509,Western Australia - Wheat Belt,1,100
51499,Walyunga National Park,504,Perth - North East,1,100
51500,Walyurin,509,Western Australia - Wheat Belt,1,100
51501,Wamenusking,509,Western Australia - Wheat Belt,1,100
51502,Wandana (WA),511,Western Australia - Outback (South),1,100
51503,Wandering,509,Western Australia - Wheat Belt,1,100
51504,Wandi,507,Perth - South West,1,100
51505,Wandillup,501,Bunbury,1,100
51506,Wandina,511,Western Australia - Outback (South),1,100
51507,Wanerie,509,Western Australia - Wheat Belt,1,100
51508,Wangara,505,Perth - North West,1,100
51509,Wannamal,509,Western Australia - Wheat Belt,1,100
51510,Wannanup,502,Mandurah,1,100
51511,Wanneroo,505,Perth - North West,1,100
51512,Wansbrough,509,Western Australia - Wheat Belt,1,100
51513,Warawarrup,501,Bunbury,1,100
51514,Warburton (WA),511,Western Australia - Outback (South),1,100
51515,Wardering,509,Western Australia - Wheat Belt,1,100
51516,Warding East,509,Western Australia - Wheat Belt,1,100
51517,Warmun,510,Western Australia - Outback (North),1,100
51518,Warnbro,507,Perth - South West,1,100
51519,Warner Glen,501,Bunbury,1,100
51520,Waroona,501,Bunbury,1,100
51521,Warrachuppin,509,Western Australia - Wheat Belt,1,100
51522,Warradarge,511,Western Australia - Outback (South),1,100
51523,Warralakin,509,Western Australia - Wheat Belt,1,100
51524,Warrenup,509,Western Australia - Wheat Belt,1,100
51525,Warwick (WA),505,Perth - North West,1,100
51526,Waterbank,510,Western Australia - Outback (North),1,100
51527,Watercarrin,509,Western Australia - Wheat Belt,1,100
51528,Waterford (WA),506,Perth - South East,1,100
51529,Waterloo (WA),501,Bunbury,1,100
51530,Watermans Bay,505,Perth - North West,1,100
51531,Watheroo,509,Western Australia - Wheat Belt,1,100
51532,Wattening,509,Western Australia - Wheat Belt,1,100
51533,Wattle Grove (WA),506,Perth - South East,1,100
51534,Wattleup,507,Perth - South West,1,100
51535,Wattoning,509,Western Australia - Wheat Belt,1,100
51536,Webberton,511,Western Australia - Outback (South),1,100
51537,Wedge Island (WA),509,Western Australia - Wheat Belt,1,100
51538,Wedgecarrup,509,Western Australia - Wheat Belt,1,100
51539,Wedgefield,510,Western Australia - Outback (North),1,100
51540,Welbungin,509,Western Australia - Wheat Belt,1,100
51541,Weld Range,511,Western Australia - Outback (South),1,100
51542,Wellard,507,Perth - South West,1,100
51543,Wellesley (WA),501,Bunbury,1,100
51544,Wellington Forest,501,Bunbury,1,100
51545,Wellington Mill,501,Bunbury,1,100
51546,Wellstead,509,Western Australia - Wheat Belt,1,100
51547,Welshpool (WA),506,Perth - South East,1,100
51548,Wembley,503,Perth - Inner,1,100
51549,Wembley Downs,505,Perth - North West,1,99.9999998
51550,West Ballidu,509,Western Australia - Wheat Belt,1,100
51551,West Beach (WA),511,Western Australia - Outback (South),1,100
51552,West Binnu,511,Western Australia - Outback (South),1,100
51553,West Busselton,501,Bunbury,1,100
51554,West Cape Howe,509,Western Australia - Wheat Belt,1,100
51555,West Casuarinas,511,Western Australia - Outback (South),1,100
51556,West Coolup,502,Mandurah,1,100
51557,West End (WA),511,Western Australia - Outback (South),1,100
51558,West Fitzgerald,509,Western Australia - Wheat Belt,1,100
51559,West Holleton,509,Western Australia - Wheat Belt,1,100
51560,West Kalgoorlie,511,Western Australia - Outback (South),1,100
51561,West Lamington,511,Western Australia - Outback (South),1,100
51562,West Leederville,503,Perth - Inner,1,100
51563,West Lyons River,511,Western Australia - Outback (South),1,100
51564,West Perth,503,Perth - Inner,1,100
51565,West Pingelly,509,Western Australia - Wheat Belt,1,100
51566,West Pinjarra,502,Mandurah,1,100
51567,West Popanyinning,509,Western Australia - Wheat Belt,1,100
51568,West River,511,Western Australia - Outback (South),1,100
51569,West Swan,504,Perth - North East,1,100
51570,West Toodyay,509,Western Australia - Wheat Belt,1,100
51571,Westdale (WA),509,Western Australia - Wheat Belt,1,100
51572,Westminster,505,Perth - North West,1,100
51573,Westonia,509,Western Australia - Wheat Belt,1,100
51574,Westwood (WA),509,Western Australia - Wheat Belt,1,100
51575,Whim Creek,510,Western Australia - Outback (North),1,100
51576,Whitby,506,Perth - South East,1,100
51577,White Gum Valley,507,Perth - South West,1,100
51578,White Peak,511,Western Australia - Outback (South),1,100
51579,Whiteman,504,Perth - North East,1,100
51580,Whittaker,509,Western Australia - Wheat Belt,1,100
51581,Wialki,509,Western Australia - Wheat Belt,1,100
51582,Wicherina,511,Western Australia - Outback (South),1,100
51583,Wicherina South,511,Western Australia - Outback (South),1,100
51584,Wickepin,509,Western Australia - Wheat Belt,1,100
51585,Wickham (WA),510,Western Australia - Outback (North),1,100
51586,Widgiemooltha,511,Western Australia - Outback (South),1,100
51587,Wilberforce (WA),509,Western Australia - Wheat Belt,1,100
51588,Wilbinga,509,Western Australia - Wheat Belt,1,100
51589,Wilga,501,Bunbury,1,100
51590,Wilga West,501,Bunbury,1,100
51591,Wilgarrup,501,Bunbury,1,100
51592,Wilgoyne,509,Western Australia - Wheat Belt,1,100
51593,Willagee,507,Perth - South West,1,100
51594,Willare,510,Western Australia - Outback (North),1,100
51595,Willetton,506,Perth - South East,1,100
51596,William Bay,509,Western Australia - Wheat Belt,1,100
51597,Williams,509,Western Australia - Wheat Belt,1,100
51598,Williamstown (WA),511,Western Australia - Outback (South),1,100
51599,Willyung,509,Western Australia - Wheat Belt,1,100
51600,Wilson,506,Perth - South East,1,100
51601,Wiluna,511,Western Australia - Outback (South),1,100
51602,Wilyabrup,501,Bunbury,1,100
51603,Windabout,511,Western Australia - Outback (South),1,100
51604,Windy Harbour,501,Bunbury,1,100
51605,Winnejup,501,Bunbury,1,100
51606,Winthrop,507,Perth - South West,1,100
51607,Witchcliffe,501,Bunbury,1,100
51608,Withers,501,Bunbury,1,100
51609,Wittenoom,510,Western Australia - Outback (North),1,100
51610,Wittenoom Hills,511,Western Australia - Outback (South),1,100
51611,Wogolin,509,Western Australia - Wheat Belt,1,100
51612,Wokalup,501,Bunbury,1,100
51613,Womarden,511,Western Australia - Outback (South),1,100
51614,Wongamine,509,Western Australia - Wheat Belt,1,100
51615,Wongan Hills,509,Western Australia - Wheat Belt,1,100
51616,Wongoondy,511,Western Australia - Outback (South),1,100
51617,Wonnerup,501,Bunbury,1,100
51618,Wonthella,511,Western Australia - Outback (South),1,100
51619,Woodanilling,509,Western Australia - Wheat Belt,1,100
51620,Woodbridge (WA),504,Perth - North East,1,100
51621,Woodlands (WA),505,Perth - North West,1,100
51622,Woodleigh (WA),511,Western Australia - Outback (South),1,100
51623,Woodridge (WA),509,Western Australia - Wheat Belt,1,100
51624,Woodvale (WA),505,Perth - North West,1,100
51625,Woogenellup,509,Western Australia - Wheat Belt,1,100
51626,Woolgorong,511,Western Australia - Outback (South),1,100
51627,Woolocutty,509,Western Australia - Wheat Belt,1,100
51628,Wooramel,511,Western Australia - Outback (South),1,100
51629,Wooroloo,504,Perth - North East,1,100
51630,Woorree,511,Western Australia - Outback (South),1,100
51631,Woottating,509,Western Australia - Wheat Belt,1,100
51632,Worsley,501,Bunbury,1,100
51633,Wubin,509,Western Australia - Wheat Belt,1,100
51634,Wundowie,509,Western Australia - Wheat Belt,1,100
51635,Wungong,506,Perth - South East,1,100
51636,Wuraming,509,Western Australia - Wheat Belt,1,100
51637,Wyalkatchem,509,Western Australia - Wheat Belt,1,100
51638,Wyening,509,Western Australia - Wheat Belt,1,100
51639,Wyndham (WA),510,Western Australia - Outback (North),1,100
51640,Wyola West,509,Western Australia - Wheat Belt,1,100
51641,Xantippe,509,Western Australia - Wheat Belt,1,100
51642,Yabberup,501,Bunbury,1,100
51643,Yakamia,509,Western Australia - Wheat Belt,1,100
51644,Yalardy,511,Western Australia - Outback (South),1,100
51645,Yalgoo,511,Western Australia - Outback (South),1,100
51646,Yallabatharra,511,Western Australia - Outback (South),1,100
51647,Yallingup,501,Bunbury,1,100
51648,Yallingup Siding,501,Bunbury,1,100
51649,Yalyalup,501,Bunbury,1,100
51650,Yanchep,505,Perth - North West,1,100
51651,Yandanooka,511,Western Australia - Outback (South),1,100
51652,Yandoo Creek,511,Western Australia - Outback (South),1,100
51653,Yangebup,507,Perth - South West,1,100
51654,Yanmah,501,Bunbury,1,100
51655,Yannarie,510,Western Australia - Outback (North),1,100
51656,Yarawindah,509,Western Australia - Wheat Belt,1,100
51657,Yardarino,511,Western Australia - Outback (South),1,100
51658,Yarloop,501,Bunbury,1,100
51659,Yarragadee,511,Western Australia - Outback (South),1,100
51660,Yathroo,509,Western Australia - Wheat Belt,1,100
51661,Yeagarup,501,Bunbury,1,100
51662,Yeal,509,Western Australia - Wheat Belt,1,100
51663,Yealering,509,Western Australia - Wheat Belt,1,100
51664,Yelbeni,509,Western Australia - Wheat Belt,1,100
51665,Yellowdine,509,Western Australia - Wheat Belt,1,100
51666,Yelverton,501,Bunbury,1,100
51667,Yerecoin,509,Western Australia - Wheat Belt,1,100
51668,Yetna,511,Western Australia - Outback (South),1,100
51669,Yilkari,511,Western Australia - Outback (South),1,100
51670,Yilliminning,509,Western Australia - Wheat Belt,1,100
51671,Yoganup,501,Bunbury,1,100
51672,Yokine,505,Perth - North West,1,100
51673,Yoongarillup,501,Bunbury,1,100
51674,York,509,Western Australia - Wheat Belt,1,100
51675,Yornaning,509,Western Australia - Wheat Belt,1,100
51676,Yornup,501,Bunbury,1,100
51677,Yoting,509,Western Australia - Wheat Belt,1,100
51678,Youndegin,509,Western Australia - Wheat Belt,1,100
51679,Youngs Siding,509,Western Australia - Wheat Belt,1,100
51680,Yourdamung Lake,501,Bunbury,1,100
51681,Yuna,511,Western Australia - Outback (South),1,100
51682,Zanthus,511,Western Australia - Outback (South),1,100
51683,Zuytdorp,511,Western Australia - Outback (South),1,100
60001,Abbotsham,604,West and North West,1,100
60002,Abels Bay,603,South East,1,100
60003,Aberdeen (Tas.),604,West and North West,1,100
60004,Acacia Hills (Tas.),604,West and North West,1,100
60005,Acton (Tas.),604,West and North West,1,100
60006,Acton Park (Tas.),601,Hobart,1,100
60007,Adventure Bay,603,South East,1,100
60008,Akaroa,602,Launceston and North East,1,100
60009,Alberton (Tas.),602,Launceston and North East,1,100
60010,Alcomie,604,West and North West,1,100
60011,Allens Rivulet,601,Hobart,1,100
60012,Alonnah,603,South East,1,100
60013,Ambleside,604,West and North West,1,100
60014,Andover,603,South East,1,100
60015,Ansons Bay,602,Launceston and North East,1,100
60016,Antill Ponds,603,South East,1,100
60017,Apollo Bay (Tas.),603,South East,1,100
60018,Apslawn,603,South East,1,100
60019,Apsley (Tas.),603,South East,1,100
60020,Arthur River (Tas.),604,West and North West,1,100
60021,Arthurs Lake,603,South East,1,100
60022,Austins Ferry,601,Hobart,1,100
60023,Avoca (Tas.),602,Launceston and North East,1,100
60024,Baden,603,South East,1,100
60025,Badger Head,602,Launceston and North East,1,100
60026,Bagdad,603,South East,1,100
60027,Bakers Beach,604,West and North West,1,100
60028,Banca,602,Launceston and North East,1,100
60029,Bangor (Tas.),602,Launceston and North East,1,100
60030,Barnes Bay,603,South East,1,100
60031,Barretta,601,Hobart,1,100
60032,Barrington (Tas.),604,West and North West,1,100
60033,Battery Point,601,Hobart,1,100
60034,Beaconsfield (Tas.),602,Launceston and North East,1,99.9999992
60035,Beaumaris (Tas.),602,Launceston and North East,1,100
60036,Beauty Point,602,Launceston and North East,1,100
60037,Beechford,602,Launceston and North East,1,100
60038,Bell Bay,602,Launceston and North East,1,100
60039,Bellerive,601,Hobart,1,100
60040,Bellingham,602,Launceston and North East,1,100
60041,Ben Lomond (Tas.),602,Launceston and North East,1,100
60042,Berriedale,601,Hobart,1,100
60043,Beulah (Tas.),604,West and North West,1,100
60044,Bicheno,603,South East,1,100
60045,Binalong Bay,602,Launceston and North East,1,100
60046,Birchs Bay,603,South East,1,100
60047,Birralee,602,Launceston and North East,1,100
60048,Bishopsbourne,602,Launceston and North East,1,100
60049,Black Hills,603,South East,1,100
60050,Black River (Tas.),604,West and North West,1,100
60051,Blackmans Bay,601,Hobart,1,100
60052,Blackstone Heights,602,Launceston and North East,1,100
60053,Blackwall (Tas.),602,Launceston and North East,1,100
60054,Blackwood Creek,602,Launceston and North East,1,100
60055,Blessington,602,Launceston and North East,1,100
60056,Blue Rocks,602,Launceston and North East,1,100
60057,Blumont,602,Launceston and North East,1,100
60058,Boat Harbour (Tas.),604,West and North West,1,100
60059,Boat Harbour Beach,604,West and North West,1,100
60060,Bonnet Hill,601,Hobart,1,100
60061,Boobyalla,602,Launceston and North East,1,100
60062,Boomer Bay,601,Hobart,1,100
60063,Bothwell,603,South East,1,100
60064,Boyer,601,Hobart,1,100
60065,Bracknell,602,Launceston and North East,1,100
60066,Bradys Lake,603,South East,1,100
60067,Brandum,603,South East,1,100
60068,Branxholm,602,Launceston and North East,1,100
60069,Breadalbane (Tas.),602,Launceston and North East,1,100
60070,Bream Creek,601,Hobart,1,100
60071,Breona,603,South East,1,100
60072,Bridgenorth,602,Launceston and North East,1,100
60073,Bridgewater (Tas.),601,Hobart,1,100
60074,Bridport,602,Launceston and North East,1,100
60075,Brighton (Tas.),601,Hobart,0.9936243,99.3624326
60075,Brighton (Tas.),603,South East,0.0063757,0.6375674
60076,Brittons Swamp,604,West and North West,1,100
60077,Broadmarsh,603,South East,1,100
60078,Broadmeadows (Tas.),604,West and North West,1,100
60079,Bronte Park,603,South East,1,100
60080,Brooklyn (Tas.),604,West and North West,1,100
60081,Brooks Bay,603,South East,1,100
60082,Buckland (Tas.),603,South East,1,100
60083,Bungaree (Tas.),604,West and North West,1,100
60084,Burnie,604,West and North West,1,100
60085,Burns Creek,602,Launceston and North East,1,100
60086,Bushy Park (Tas.),603,South East,1,100
60087,Butlers Gorge,603,South East,1,100
60088,Cairns Bay,603,South East,1,100
60089,Calder,604,West and North West,1,100
